 rho = L(surface reflected)/L(sky) (non-dimen) as in
 Mobley, 1999, Appl Opt 38, page 7445, Eq. 4
   [(Theta,Phi) are the directions of photon travel.
   Theta is measured from 0 at the zenith.
   Solar photons travel in the Phi = 180 direction (the sun is located at Phi = 0).
   (Thus Phi = 45 represents the 135 degree viewing angle for minimizing sun glitter.)]
   These values are for 550 nm (see RhoNotes.pdf for discussion)
   I   J    Theta      Phi  Phi-view       rho
   7  12     30.0    165.0     15.0      0.1655
   7  13     30.0    180.0      0.0      0.1703
   6   1     40.0      0.0    180.0      0.0397
   6   2     40.0     15.0    165.0      0.0399
   6   3     40.0     30.0    150.0      0.0418
   6   4     40.0     45.0    135.0      0.0430
   6   5     40.0     60.0    120.0      0.0459
   6   6     40.0     75.0    105.0      0.0528
   6   7     40.0     90.0     90.0      0.0617
   6   8     40.0    105.0     75.0      0.0715
   6   9     40.0    120.0     60.0      0.0893
   6  10     40.0    135.0     45.0      0.1103
   6  11     40.0    150.0     30.0      0.1256
   6  12     40.0    165.0     15.0      0.1400
   6  13     40.0    180.0      0.0      0.1484
   5   1     50.0      0.0    180.0      0.0453
   5   2     50.0     15.0    165.0      0.0461
   5   3     50.0     30.0    150.0      0.0468
   5   4     50.0     45.0    135.0      0.0461
   5   5     50.0     60.0    120.0      0.0461
   5   6     50.0     75.0    105.0      0.0484
   5   7     50.0     90.0     90.0      0.0515
   5   8     50.0    105.0     75.0      0.0535
   5   9     50.0    120.0     60.0      0.0634
   5  10     50.0    135.0     45.0      0.0722
   5  11     50.0    150.0     30.0      0.0843
   5  12     50.0    165.0     15.0      0.0938
   5  13     50.0    180.0      0.0      0.1023
   4   1     60.0      0.0    180.0      0.0822
   4   2     60.0     15.0    165.0      0.0820
   4   3     60.0     30.0    150.0      0.0823
   4   4     60.0     45.0    135.0      0.0809
   4   5     60.0     60.0    120.0      0.0795
   4   6     60.0     75.0    105.0      0.0801
   4   7     60.0     90.0     90.0      0.0817
   4   8     60.0    105.0     75.0      0.0801
   4   9     60.0    120.0     60.0      0.0815
   4  10     60.0    135.0     45.0      0.0870
   4  11     60.0    150.0     30.0      0.0887
   4  12     60.0    165.0     15.0      0.0916
   4  13     60.0    180.0      0.0      0.0919
   3   1     70.0      0.0    180.0      0.1490
   3   2     70.0     15.0    165.0      0.1502
   3   3     70.0     30.0    150.0      0.1514
   3   4     70.0     45.0    135.0      0.1514
   3   5     70.0     60.0    120.0      0.1481
   3   6     70.0     75.0    105.0      0.1506
   3   7     70.0     90.0     90.0      0.1525
   3   8     70.0    105.0     75.0      0.1499
   3   9     70.0    120.0     60.0      0.1472
   3  10     70.0    135.0     45.0      0.1507
   3  11     70.0    150.0     30.0      0.1495
   3  12     70.0    165.0     15.0      0.1492
   3  13     70.0    180.0      0.0      0.1486
   2   1     80.0      0.0    180.0      0.2085
   2   2     80.0     15.0    165.0      0.2165
   2   3     80.0     30.0    150.0      0.2215
   2   4     80.0     45.0    135.0      0.2184
   2   5     80.0     60.0    120.0      0.2139
   2   6     80.0     75.0    105.0      0.2274
   2   7     80.0     90.0     90.0      0.2300
   2   8     80.0    105.0     75.0      0.2314
   2   9     80.0    120.0     60.0      0.2215
   2  10     80.0    135.0     45.0      0.2292
   2  11     80.0    150.0     30.0      0.2352
   2  12     80.0    165.0     15.0      0.2316
   2  13     80.0    180.0      0.0      0.2244
   1   1     87.5      0.0    180.0      0.2331
   1   2     87.5     15.0    165.0      0.2388
   1   3     87.5     30.0    150.0      0.2678
   1   4     87.5     45.0    135.0      0.2592
   1   5     87.5     60.0    120.0      0.2545
   1   6     87.5     75.0    105.0      0.2597
   1   7     87.5     90.0     90.0      0.2710
   1   8     87.5    105.0     75.0      0.2714
   1   9     87.5    120.0     60.0      0.2774
   1  10     87.5    135.0     45.0      0.2922
   1  11     87.5    150.0     30.0      0.3102
   1  12     87.5    165.0     15.0      0.2821
   1  13     87.5    180.0      0.0      0.2783
rho for WIND SPEED =  8.0 m/s     THETA_SUN = 20.0 deg
  10   1      0.0      0.0      0.0      0.1276
   9   1     10.0      0.0    180.0      0.1237
   9   2     10.0     15.0    165.0      0.0994
   9   3     10.0     30.0    150.0      0.1100
   9   4     10.0     45.0    135.0      0.1122
   9   5     10.0     60.0    120.0      0.1172
   9   6     10.0     75.0    105.0      0.1307
   9   7     10.0     90.0     90.0      0.1388
   9   8     10.0    105.0     75.0      0.1423
   9   9     10.0    120.0     60.0      0.1324
   9  10     10.0    135.0     45.0      0.1188
   9  11     10.0    150.0     30.0      0.1148
   9  12     10.0    165.0     15.0      0.1102
   9  13     10.0    180.0      0.0      0.0936
   8   1     20.0      0.0    180.0      0.0642
   8   2     20.0     15.0    165.0      0.0607
   8   3     20.0     30.0    150.0      0.0667
   8   4     20.0     45.0    135.0      0.0674
   8   5     20.0     60.0    120.0      0.0771
   8   6     20.0     75.0    105.0      0.0974
   8   7     20.0     90.0     90.0      0.1138
   8   8     20.0    105.0     75.0      0.1228
   8   9     20.0    120.0     60.0      0.1343
   8  10     20.0    135.0     45.0      0.1313
   8  11     20.0    150.0     30.0      0.1072
   8  12     20.0    165.0     15.0      0.0846
   8  13     20.0    180.0      0.0      0.0007
   7   1     30.0      0.0    180.0      0.0330
   7   2     30.0     15.0    165.0      0.0361
   7   3     30.0     30.0    150.0      0.0385
   7   4     30.0     45.0    135.0      0.0425
   7   5     30.0     60.0    120.0      0.0464
   7   6     30.0     75.0    105.0      0.0568
   7   7     30.0     90.0     90.0      0.0769
   7   8     30.0    105.0     75.0      0.1005
   7   9     30.0    120.0     60.0      0.1215
   7  10     30.0    135.0     45.0      0.1378
   7  11     30.0    150.0     30.0      0.1370
   7  12     30.0    165.0     15.0      0.1249
   7  13     30.0    180.0      0.0      0.1186
   6   1     40.0      0.0    180.0      0.0322
   6   2     40.0     15.0    165.0      0.0324
   6   3     40.0     30.0    150.0      0.0319
   6   4     40.0     45.0    135.0      0.0335
   6   5     40.0     60.0    120.0      0.0336
   6   6     40.0     75.0    105.0      0.0401
   6   7     40.0     90.0     90.0      0.0448
   6   8     40.0    105.0     75.0      0.0619
   6   9     40.0    120.0     60.0      0.0864
   6  10     40.0    135.0     45.0      0.1186
   6  11     40.0    150.0     30.0      0.1439
   6  12     40.0    165.0     15.0      0.1714
   6  13     40.0    180.0      0.0      0.1808
   5   1     50.0      0.0    180.0      0.0467
   5   2     50.0     15.0    165.0      0.0465
   5   3     50.0     30.0    150.0      0.0461
   5   4     50.0     45.0    135.0      0.0452
   5   5     50.0     60.0    120.0      0.0451
   5   6     50.0     75.0    105.0      0.0458
   5   7     50.0     90.0     90.0      0.0472
   5   8     50.0    105.0     75.0      0.0518
   5   9     50.0    120.0     60.0      0.0597
   5  10     50.0    135.0     45.0      0.0897
   5  11     50.0    150.0     30.0      0.1181
   5  12     50.0    165.0     15.0      0.1593
   5  13     50.0    180.0      0.0      0.1698
   4   1     60.0      0.0    180.0      0.0852
   4   2     60.0     15.0    165.0      0.0858
   4   3     60.0     30.0    150.0      0.0856
   4   4     60.0     45.0    135.0      0.0835
   4   5     60.0     60.0    120.0      0.0810
   4   6     60.0     75.0    105.0      0.0805
   4   7     60.0     90.0     90.0      0.0813
   4   8     60.0    105.0     75.0      0.0802
   4   9     60.0    120.0     60.0      0.0815
   4  10     60.0    135.0     45.0      0.0932
   4  11     60.0    150.0     30.0      0.1079
   4  12     60.0    165.0     15.0      0.1355
   4  13     60.0    180.0      0.0      0.1448
   3   1     70.0      0.0    180.0      0.1516
   3   2     70.0     15.0    165.0      0.1530
   3   3     70.0     30.0    150.0      0.1539
   3   4     70.0     45.0    135.0      0.1534
   3   5     70.0     60.0    120.0      0.1492
   3   6     70.0     75.0    105.0      0.1511
   3   7     70.0     90.0     90.0      0.1524
   3   8     70.0    105.0     75.0      0.1495
   3   9     70.0    120.0     60.0      0.1471
   3  10     70.0    135.0     45.0      0.1520
   3  11     70.0    150.0     30.0      0.1578
   3  12     70.0    165.0     15.0      0.1657
   3  13     70.0    180.0      0.0      0.1704
   2   1     80.0      0.0    180.0      0.2005
   2   2     80.0     15.0    165.0      0.2087
   2   3     80.0     30.0    150.0      0.2143
   2   4     80.0     45.0    135.0      0.2122
   2   5     80.0     60.0    120.0      0.2090
   2   6     80.0     75.0    105.0      0.2239
   2   7     80.0     90.0     90.0      0.2281
   2   8     80.0    105.0     75.0      0.2311
   2   9     80.0    120.0     60.0      0.2231
   2  10     80.0    135.0     45.0      0.2332
   2  11     80.0    150.0     30.0      0.2430
   2  12     80.0    165.0     15.0      0.2424
   2  13     80.0    180.0      0.0      0.2386
   1   1     87.5      0.0    180.0      0.2146
   1   2     87.5     15.0    165.0      0.2207
   1   3     87.5     30.0    150.0      0.2495
   1   4     87.5     45.0    135.0      0.2439
   1   5     87.5     60.0    120.0      0.2427
   1   6     87.5     75.0    105.0      0.2521
   1   7     87.5     90.0     90.0      0.2678
   1   8     87.5    105.0     75.0      0.2729
   1   9     87.5    120.0     60.0      0.2837
   1  10     87.5    135.0     45.0      0.3037
   1  11     87.5    150.0     30.0      0.3277
   1  12     87.5    165.0     15.0      0.3028
   1  13     87.5    180.0      0.0      0.3012
rho for WIND SPEED =  8.0 m/s     THETA_SUN = 30.0 deg
  10   1      0.0      0.0      0.0      0.1088
   9   1     10.0      0.0    180.0      0.0584
   9   2     10.0     15.0    165.0      0.0624
   9   3     10.0     30.0    150.0      0.0627
   9   4     10.0     45.0    135.0      0.0615
   9   5     10.0     60.0    120.0      0.0726
   9   6     10.0     75.0    105.0      0.0763
   9   7     10.0     90.0     90.0      0.0923
   9   8     10.0    105.0     75.0      0.0919
   9   9     10.0    120.0     60.0      0.1083
   9  10     10.0    135.0     45.0      0.1158
   9  11     10.0    150.0     30.0      0.1337
   9  12     10.0    165.0     15.0      0.1260
   9  13     10.0    180.0      0.0      0.1293
   8   1     20.0      0.0    180.0      0.0351
   8   2     20.0     15.0    165.0      0.0352
   8   3     20.0     30.0    150.0      0.0365
   8   4     20.0     45.0    135.0      0.0409
   8   5     20.0     60.0    120.0      0.0396
   8   6     20.0     75.0    105.0      0.0510
   8   7     20.0     90.0     90.0      0.0609
   8   8     20.0    105.0     75.0      0.0875
   8   9     20.0    120.0     60.0      0.1103
   8  10     20.0    135.0     45.0      0.1305
   8  11     20.0    150.0     30.0      0.1259
   8  12     20.0    165.0     15.0      0.1105
   8  13     20.0    180.0      0.0      0.1002
   7   1     30.0      0.0    180.0      0.0267
   7   2     30.0     15.0    165.0      0.0269
   7   3     30.0     30.0    150.0      0.0277
   7   4     30.0     45.0    135.0      0.0287
   7   5     30.0     60.0    120.0      0.0308
   7   6     30.0     75.0    105.0      0.0323
   7   7     30.0     90.0     90.0      0.0466
   7   8     30.0    105.0     75.0      0.0669
   7   9     30.0    120.0     60.0      0.0927
   7  10     30.0    135.0     45.0      0.1189
   7  11     30.0    150.0     30.0      0.1226
   7  12     30.0    165.0     15.0      0.0947
   7  13     30.0    180.0      0.0      0.0012
   6   1     40.0      0.0    180.0      0.0313
   6   2     40.0     15.0    165.0      0.0314
   6   3     40.0     30.0    150.0      0.0309
   6   4     40.0     45.0    135.0      0.0311
   6   5     40.0     60.0    120.0      0.0309
   6   6     40.0     75.0    105.0      0.0331
   6   7     40.0     90.0     90.0      0.0361
   6   8     40.0    105.0     75.0      0.0442
   6   9     40.0    120.0     60.0      0.0713
   6  10     40.0    135.0     45.0      0.1019
   6  11     40.0    150.0     30.0      0.1346
   6  12     40.0    165.0     15.0      0.1434
   6  13     40.0    180.0      0.0      0.1292
   5   1     50.0      0.0    180.0      0.0486
   5   2     50.0     15.0    165.0      0.0485
   5   3     50.0     30.0    150.0      0.0478
   5   4     50.0     45.0    135.0      0.0464
   5   5     50.0     60.0    120.0      0.0454
   5   6     50.0     75.0    105.0      0.0451
   5   7     50.0     90.0     90.0      0.0451
   5   8     50.0    105.0     75.0      0.0482
   5   9     50.0    120.0     60.0      0.0560
   5  10     50.0    135.0     45.0      0.0825
   5  11     50.0    150.0     30.0      0.1398
   5  12     50.0    165.0     15.0      0.1931
   5  13     50.0    180.0      0.0      0.2111
   4   1     60.0      0.0    180.0      0.0891
   4   2     60.0     15.0    165.0      0.0896
   4   3     60.0     30.0    150.0      0.0892
   4   4     60.0     45.0    135.0      0.0864
   4   5     60.0     60.0    120.0      0.0831
   4   6     60.0     75.0    105.0      0.0817
   4   7     60.0     90.0     90.0      0.0815
   4   8     60.0    105.0     75.0      0.0795
   4   9     60.0    120.0     60.0      0.0796
   4  10     60.0    135.0     45.0      0.0926
   4  11     60.0    150.0     30.0      0.1360
   4  12     60.0    165.0     15.0      0.2030
   4  13     60.0    180.0      0.0      0.2408
   3   1     70.0      0.0    180.0      0.1528
   3   2     70.0     15.0    165.0      0.1543
   3   3     70.0     30.0    150.0      0.1553
   3   4     70.0     45.0    135.0      0.1546
   3   5     70.0     60.0    120.0      0.1500
   3   6     70.0     75.0    105.0      0.1515
   3   7     70.0     90.0     90.0      0.1523
   3   8     70.0    105.0     75.0      0.1492
   3   9     70.0    120.0     60.0      0.1468
   3  10     70.0    135.0     45.0      0.1552
   3  11     70.0    150.0     30.0      0.1725
   3  12     70.0    165.0     15.0      0.2191
   3  13     70.0    180.0      0.0      0.2549
   2   1     80.0      0.0    180.0      0.1944
   2   2     80.0     15.0    165.0      0.2027
   2   3     80.0     30.0    150.0      0.2086
   2   4     80.0     45.0    135.0      0.2070
   2   5     80.0     60.0    120.0      0.2046
   2   6     80.0     75.0    105.0      0.2202
   2   7     80.0     90.0     90.0      0.2254
   2   8     80.0    105.0     75.0      0.2293
   2   9     80.0    120.0     60.0      0.2228
   2  10     80.0    135.0     45.0      0.2365
   2  11     80.0    150.0     30.0      0.2551
   2  12     80.0    165.0     15.0      0.2822
   2  13     80.0    180.0      0.0      0.2910
   1   1     87.5      0.0    180.0      0.2040
   1   2     87.5     15.0    165.0      0.2103
   1   3     87.5     30.0    150.0      0.2382
   1   4     87.5     45.0    135.0      0.2335
   1   5     87.5     60.0    120.0      0.2337
   1   6     87.5     75.0    105.0      0.2451
   1   7     87.5     90.0     90.0      0.2633
   1   8     87.5    105.0     75.0      0.2709
   1   9     87.5    120.0     60.0      0.2851
   1  10     87.5    135.0     45.0      0.3110
   1  11     87.5    150.0     30.0      0.3474
   1  12     87.5    165.0     15.0      0.3416
   1  13     87.5    180.0      0.0      0.3534
rho for WIND SPEED =  8.0 m/s     THETA_SUN = 40.0 deg
  10   1      0.0      0.0      0.0      0.0581
   9   1     10.0      0.0    180.0      0.0335
   9   2     10.0     15.0    165.0      0.0326
   9   3     10.0     30.0    150.0      0.0348
   9   4     10.0     45.0    135.0      0.0379
   9   5     10.0     60.0    120.0      0.0360
   9   6     10.0     75.0    105.0      0.0475
   9   7     10.0     90.0     90.0      0.0492
   9   8     10.0    105.0     75.0      0.0528
   9   9     10.0    120.0     60.0      0.0675
   9  10     10.0    135.0     45.0      0.0787
   9  11     10.0    150.0     30.0      0.0916
   9  12     10.0    165.0     15.0      0.1086
   9  13     10.0    180.0      0.0      0.1006
   8   1     20.0      0.0    180.0      0.0263
   8   2     20.0     15.0    165.0      0.0245
   8   3     20.0     30.0    150.0      0.0257
   8   4     20.0     45.0    135.0      0.0260
   8   5     20.0     60.0    120.0      0.0285
   8   6     20.0     75.0    105.0      0.0312
   8   7     20.0     90.0     90.0      0.0364
   8   8     20.0    105.0     75.0      0.0466
   8   9     20.0    120.0     60.0      0.0684
   8  10     20.0    135.0     45.0      0.0921
   8  11     20.0    150.0     30.0      0.1124
   8  12     20.0    165.0     15.0      0.1244
   8  13     20.0    180.0      0.0      0.1359
   7   1     30.0      0.0    180.0      0.0258
   7   2     30.0     15.0    165.0      0.0254
   7   3     30.0     30.0    150.0      0.0254
   7   4     30.0     45.0    135.0      0.0258
   7   5     30.0     60.0    120.0      0.0268
   7   6     30.0     75.0    105.0      0.0270
   7   7     30.0     90.0     90.0      0.0308
   7   8     30.0    105.0     75.0      0.0371
   7   9     30.0    120.0     60.0      0.0602
   7  10     30.0    135.0     45.0      0.0910
   7  11     30.0    150.0     30.0      0.1215
   7  12     30.0    165.0     15.0      0.1180
   7  13     30.0    180.0      0.0      0.1040
   6   1     40.0      0.0    180.0      0.0315
   6   2     40.0     15.0    165.0      0.0320
   6   3     40.0     30.0    150.0      0.0314
   6   4     40.0     45.0    135.0      0.0310
   6   5     40.0     60.0    120.0      0.0304
   6   6     40.0     75.0    105.0      0.0307
   6   7     40.0     90.0     90.0      0.0314
   6   8     40.0    105.0     75.0      0.0348
   6   9     40.0    120.0     60.0      0.0454
   6  10     40.0    135.0     45.0      0.0814
   6  11     40.0    150.0     30.0      0.1180
   6  12     40.0    165.0     15.0      0.1112
   6  13     40.0    180.0      0.0      0.0020
   5   1     50.0      0.0    180.0      0.0504
   5   2     50.0     15.0    165.0      0.0502
   5   3     50.0     30.0    150.0      0.0495
   5   4     50.0     45.0    135.0      0.0477
   5   5     50.0     60.0    120.0      0.0464
   5   6     50.0     75.0    105.0      0.0457
   5   7     50.0     90.0     90.0      0.0451
   5   8     50.0    105.0     75.0      0.0457
   5   9     50.0    120.0     60.0      0.0498
   5  10     50.0    135.0     45.0      0.0699
   5  11     50.0    150.0     30.0      0.1264
   5  12     50.0    165.0     15.0      0.1668
   5  13     50.0    180.0      0.0      0.1618
   4   1     60.0      0.0    180.0      0.0909
   4   2     60.0     15.0    165.0      0.0915
   4   3     60.0     30.0    150.0      0.0912
   4   4     60.0     45.0    135.0      0.0883
   4   5     60.0     60.0    120.0      0.0848
   4   6     60.0     75.0    105.0      0.0831
   4   7     60.0     90.0     90.0      0.0825
   4   8     60.0    105.0     75.0      0.0799
   4   9     60.0    120.0     60.0      0.0789
   4  10     60.0    135.0     45.0      0.0883
   4  11     60.0    150.0     30.0      0.1405
   4  12     60.0    165.0     15.0      0.2450
   4  13     60.0    180.0      0.0      0.3188
   3   1     70.0      0.0    180.0      0.1521
   3   2     70.0     15.0    165.0      0.1538
   3   3     70.0     30.0    150.0      0.1551
   3   4     70.0     45.0    135.0      0.1547
   3   5     70.0     60.0    120.0      0.1502
   3   6     70.0     75.0    105.0      0.1517
   3   7     70.0     90.0     90.0      0.1523
   3   8     70.0    105.0     75.0      0.1490
   3   9     70.0    120.0     60.0      0.1464
   3  10     70.0    135.0     45.0      0.1525
   3  11     70.0    150.0     30.0      0.1848
   3  12     70.0    165.0     15.0      0.3191
   3  13     70.0    180.0      0.0      0.4388
   2   1     80.0      0.0    180.0      0.1911
   2   2     80.0     15.0    165.0      0.1994
   2   3     80.0     30.0    150.0      0.2053
   2   4     80.0     45.0    135.0      0.2036
   2   5     80.0     60.0    120.0      0.2012
   2   6     80.0     75.0    105.0      0.2169
   2   7     80.0     90.0     90.0      0.2223
   2   8     80.0    105.0     75.0      0.2263
   2   9     80.0    120.0     60.0      0.2207
   2  10     80.0    135.0     45.0      0.2376
   2  11     80.0    150.0     30.0      0.2712
   2  12     80.0    165.0     15.0      0.3894
   2  13     80.0    180.0      0.0      0.4899
   1   1     87.5      0.0    180.0      0.2008
   1   2     87.5     15.0    165.0      0.2070
   1   3     87.5     30.0    150.0      0.2342
   1   4     87.5     45.0    135.0      0.2290
   1   5     87.5     60.0    120.0      0.2287
   1   6     87.5     75.0    105.0      0.2400
   1   7     87.5     90.0     90.0      0.2582
   1   8     87.5    105.0     75.0      0.2660
   1   9     87.5    120.0     60.0      0.2819
   1  10     87.5    135.0     45.0      0.3143
   1  11     87.5    150.0     30.0      0.3688
   1  12     87.5    165.0     15.0      0.4496
   1  13     87.5    180.0      0.0      0.5285
rho for WIND SPEED =  8.0 m/s     THETA_SUN = 50.0 deg
  10   1      0.0      0.0      0.0      0.0330
   9   1     10.0      0.0    180.0      0.0252
   9   2     10.0     15.0    165.0      0.0244
   9   3     10.0     30.0    150.0      0.0260
   9   4     10.0     45.0    135.0      0.0242
   9   5     10.0     60.0    120.0      0.0264
   9   6     10.0     75.0    105.0      0.0272
   9   7     10.0     90.0     90.0      0.0312
   9   8     10.0    105.0     75.0      0.0335
   9   9     10.0    120.0     60.0      0.0397
   9  10     10.0    135.0     45.0      0.0455
   9  11     10.0    150.0     30.0      0.0479
   9  12     10.0    165.0     15.0      0.0632
   9  13     10.0    180.0      0.0      0.0598
   8   1     20.0      0.0    180.0      0.0239
   8   2     20.0     15.0    165.0      0.0239
   8   3     20.0     30.0    150.0      0.0235
   8   4     20.0     45.0    135.0      0.0240
   8   5     20.0     60.0    120.0      0.0243
   8   6     20.0     75.0    105.0      0.0257
   8   7     20.0     90.0     90.0      0.0267
   8   8     20.0    105.0     75.0      0.0299
   8   9     20.0    120.0     60.0      0.0368
   8  10     20.0    135.0     45.0      0.0544
   8  11     20.0    150.0     30.0      0.0766
   8  12     20.0    165.0     15.0      0.0933
   8  13     20.0    180.0      0.0      0.1139
   7   1     30.0      0.0    180.0      0.0253
   7   2     30.0     15.0    165.0      0.0252
   7   3     30.0     30.0    150.0      0.0252
   7   4     30.0     45.0    135.0      0.0249
   7   5     30.0     60.0    120.0      0.0251
   7   6     30.0     75.0    105.0      0.0253
   7   7     30.0     90.0     90.0      0.0261
   7   8     30.0    105.0     75.0      0.0293
   7   9     30.0    120.0     60.0      0.0376
   7  10     30.0    135.0     45.0      0.0552
   7  11     30.0    150.0     30.0      0.0899
   7  12     30.0    165.0     15.0      0.1289
   7  13     30.0    180.0      0.0      0.1341
   6   1     40.0      0.0    180.0      0.0318
   6   2     40.0     15.0    165.0      0.0323
   6   3     40.0     30.0    150.0      0.0317
   6   4     40.0     45.0    135.0      0.0312
   6   5     40.0     60.0    120.0      0.0306
   6   6     40.0     75.0    105.0      0.0303
   6   7     40.0     90.0     90.0      0.0308
   6   8     40.0    105.0     75.0      0.0311
   6   9     40.0    120.0     60.0      0.0340
   6  10     40.0    135.0     45.0      0.0527
   6  11     40.0    150.0     30.0      0.1026
   6  12     40.0    165.0     15.0      0.1350
   6  13     40.0    180.0      0.0      0.1214
   5   1     50.0      0.0    180.0      0.0508
   5   2     50.0     15.0    165.0      0.0507
   5   3     50.0     30.0    150.0      0.0501
   5   4     50.0     45.0    135.0      0.0484
   5   5     50.0     60.0    120.0      0.0472
   5   6     50.0     75.0    105.0      0.0464
   5   7     50.0     90.0     90.0      0.0458
   5   8     50.0    105.0     75.0      0.0453
   5   9     50.0    120.0     60.0      0.0466
   5  10     50.0    135.0     45.0      0.0582
   5  11     50.0    150.0     30.0      0.0983
   5  12     50.0    165.0     15.0      0.1433
   5  13     50.0    180.0      0.0      0.0037
   4   1     60.0      0.0    180.0      0.0905
   4   2     60.0     15.0    165.0      0.0912
   4   3     60.0     30.0    150.0      0.0912
   4   4     60.0     45.0    135.0      0.0886
   4   5     60.0     60.0    120.0      0.0855
   4   6     60.0     75.0    105.0      0.0841
   4   7     60.0     90.0     90.0      0.0837
   4   8     60.0    105.0     75.0      0.0808
   4   9     60.0    120.0     60.0      0.0795
   4  10     60.0    135.0     45.0      0.0825
   4  11     60.0    150.0     30.0      0.1196
   4  12     60.0    165.0     15.0      0.2238
   4  13     60.0    180.0      0.0      0.2630
   3   1     70.0      0.0    180.0      0.1503
   3   2     70.0     15.0    165.0      0.1521
   3   3     70.0     30.0    150.0      0.1536
   3   4     70.0     45.0    135.0      0.1536
   3   5     70.0     60.0    120.0      0.1495
   3   6     70.0     75.0    105.0      0.1515
   3   7     70.0     90.0     90.0      0.1524
   3   8     70.0    105.0     75.0      0.1491
   3   9     70.0    120.0     60.0      0.1462
   3  10     70.0    135.0     45.0      0.1503
   3  11     70.0    150.0     30.0      0.1738
   3  12     70.0    165.0     15.0      0.3745
   3  13     70.0    180.0      0.0      0.6047
   2   1     80.0      0.0    180.0      0.1902
   2   2     80.0     15.0    165.0      0.1985
   2   3     80.0     30.0    150.0      0.2041
   2   4     80.0     45.0    135.0      0.2021
   2   5     80.0     60.0    120.0      0.1993
   2   6     80.0     75.0    105.0      0.2145
   2   7     80.0     90.0     90.0      0.2195
   2   8     80.0    105.0     75.0      0.2227
   2   9     80.0    120.0     60.0      0.2171
   2  10     80.0    135.0     45.0      0.2358
   2  11     80.0    150.0     30.0      0.2780
   2  12     80.0    165.0     15.0      0.5476
   2  13     80.0    180.0      0.0      0.9824
   1   1     87.5      0.0    180.0      0.2029
   1   2     87.5     15.0    165.0      0.2090
   1   3     87.5     30.0    150.0      0.2358
   1   4     87.5     45.0    135.0      0.2294
   1   5     87.5     60.0    120.0      0.2276
   1   6     87.5     75.0    105.0      0.2372
   1   7     87.5     90.0     90.0      0.2535
   1   8     87.5    105.0     75.0      0.2593
   1   9     87.5    120.0     60.0      0.2747
   1  10     87.5    135.0     45.0      0.3122
   1  11     87.5    150.0     30.0      0.3873
   1  12     87.5    165.0     15.0      0.6380
   1  13     87.5    180.0      0.0      1.3532
rho for WIND SPEED =  8.0 m/s     THETA_SUN = 60.0 deg
  10   1      0.0      0.0      0.0      0.0251
   9   1     10.0      0.0    180.0      0.0232
   9   2     10.0     15.0    165.0      0.0233
   9   3     10.0     30.0    150.0      0.0239
   9   4     10.0     45.0    135.0      0.0231
   9   5     10.0     60.0    120.0      0.0239
   9   6     10.0     75.0    105.0      0.0239
   9   7     10.0     90.0     90.0      0.0240
   9   8     10.0    105.0     75.0      0.0251
   9   9     10.0    120.0     60.0      0.0274
   9  10     10.0    135.0     45.0      0.0288
   9  11     10.0    150.0     30.0      0.0326
   9  12     10.0    165.0     15.0      0.0327
   9  13     10.0    180.0      0.0      0.0366
   8   1     20.0      0.0    180.0      0.0235
   8   2     20.0     15.0    165.0      0.0232
   8   3     20.0     30.0    150.0      0.0230
   8   4     20.0     45.0    135.0      0.0232
   8   5     20.0     60.0    120.0      0.0231
   8   6     20.0     75.0    105.0      0.0240
   8   7     20.0     90.0     90.0      0.0237
   8   8     20.0    105.0     75.0      0.0266
   8   9     20.0    120.0     60.0      0.0272
   8  10     20.0    135.0     45.0      0.0341
   8  11     20.0    150.0     30.0      0.0458
   8  12     20.0    165.0     15.0      0.0600
   8  13     20.0    180.0      0.0      0.0625
   7   1     30.0      0.0    180.0      0.0250
   7   2     30.0     15.0    165.0      0.0249
   7   3     30.0     30.0    150.0      0.0249
   7   4     30.0     45.0    135.0      0.0247
   7   5     30.0     60.0    120.0      0.0248
   7   6     30.0     75.0    105.0      0.0249
   7   7     30.0     90.0     90.0      0.0252
   7   8     30.0    105.0     75.0      0.0264
   7   9     30.0    120.0     60.0      0.0296
   7  10     30.0    135.0     45.0      0.0372
   7  11     30.0    150.0     30.0      0.0613
   7  12     30.0    165.0     15.0      0.0952
   7  13     30.0    180.0      0.0      0.1116
   6   1     40.0      0.0    180.0      0.0315
   6   2     40.0     15.0    165.0      0.0320
   6   3     40.0     30.0    150.0      0.0315
   6   4     40.0     45.0    135.0      0.0311
   6   5     40.0     60.0    120.0      0.0306
   6   6     40.0     75.0    105.0      0.0303
   6   7     40.0     90.0     90.0      0.0306
   6   8     40.0    105.0     75.0      0.0310
   6   9     40.0    120.0     60.0      0.0329
   6  10     40.0    135.0     45.0      0.0414
   6  11     40.0    150.0     30.0      0.0751
   6  12     40.0    165.0     15.0      0.1409
   6  13     40.0    180.0      0.0      0.1667
   5   1     50.0      0.0    180.0      0.0500
   5   2     50.0     15.0    165.0      0.0499
   5   3     50.0     30.0    150.0      0.0495
   5   4     50.0     45.0    135.0      0.0481
   5   5     50.0     60.0    120.0      0.0473
   5   6     50.0     75.0    105.0      0.0468
   5   7     50.0     90.0     90.0      0.0463
   5   8     50.0    105.0     75.0      0.0461
   5   9     50.0    120.0     60.0      0.0470
   5  10     50.0    135.0     45.0      0.0517
   5  11     50.0    150.0     30.0      0.0844
   5  12     50.0    165.0     15.0      0.1667
   5  13     50.0    180.0      0.0      0.1822
