22	375.00	15.38	15.38	3.28	0.16	-0.87	-1.13	-1.16	-1.10	-0.93	-0.77	-0.59	-0.37	-0.14	0.04	0.24	0.34	0.38	0.39	0.37	0.33	0.23	0.08	0.00	0.11	0.23	0.34	0.43	0.47	0.48	0.47	0.43	0.31	0.20	0.06	-0.04	-0.22	-0.33	-0.43	-0.51	-0.36	-0.06	1.06	4.46	17.30	17.30
23	377.50	15.43	15.43	3.37	0.21	-0.83	-1.08	-1.13	-1.07	-0.91	-0.76	-0.58	-0.36	-0.13	0.05	0.24	0.34	0.39	0.39	0.37	0.33	0.23	0.07	0.00	0.10	0.24	0.34	0.43	0.48	0.49	0.48	0.43	0.32	0.21	0.07	-0.03	-0.20	-0.32	-0.41	-0.48	-0.32	-0.00	1.12	4.49	17.39	17.39
24	380.00	15.53	15.53	3.44	0.27	-0.79	-1.04	-1.10	-1.03	-0.89	-0.73	-0.56	-0.34	-0.12	0.06	0.25	0.35	0.39	0.40	0.37	0.33	0.22	0.07	0.00	0.10	0.24	0.34	0.43	0.48	0.49	0.48	0.43	0.33	0.22	0.08	-0.02	-0.17	-0.29	-0.37	-0.44	-0.28	0.04	1.17	4.56	17.47	17.47
25	382.50	15.63	15.63	3.50	0.33	-0.75	-1.00	-1.07	-1.01	-0.86	-0.71	-0.54	-0.33	-0.11	0.07	0.26	0.36	0.40	0.40	0.37	0.33	0.22	0.08	0.00	0.10	0.23	0.34	0.43	0.48	0.49	0.49	0.44	0.34	0.23	0.09	0.00	-0.15	-0.27	-0.34	-0.40	-0.24	0.09	1.23	4.63	17.56	17.56
26	385.00	15.71	15.71	3.58	0.39	-0.69	-0.96	-1.04	-0.98	-0.83	-0.68	-0.53	-0.32	-0.09	0.08	0.27	0.36	0.40	0.41	0.38	0.34	0.23	0.08	0.00	0.10	0.23	0.34	0.44	0.48	0.49	0.49	0.45	0.35	0.24	0.11	0.02	-0.13	-0.24	-0.31	-0.37	-0.21	0.12	1.28	4.69	17.64	17.64
27	387.50	15.86	15.86	3.65	0.45	-0.65	-0.93	-1.00	-0.95	-0.81	-0.66	-0.50	-0.30	-0.08	0.09	0.27	0.36	0.40	0.41	0.38	0.34	0.23	0.08	0.00	0.10	0.23	0.34	0.44	0.49	0.50	0.50	0.46	0.35	0.25	0.12	0.04	-0.11	-0.21	-0.28	-0.33	-0.16	0.17	1.35	4.75	17.77	17.77
28	390.00	15.93	15.93	3.70	0.50	-0.61	-0.90	-0.97	-0.93	-0.78	-0.65	-0.48	-0.29	-0.07	0.10	0.28	0.37	0.41	0.42	0.38	0.34	0.23	0.08	0.00	0.10	0.23	0.34	0.44	0.50	0.51	0.51	0.47	0.36	0.27	0.14	0.05	-0.08	-0.19	-0.25	-0.30	-0.13	0.21	1.39	4.81	17.83	17.83
29	392.50	16.00	16.00	3.75	0.55	-0.57	-0.86	-0.93	-0.90	-0.76	-0.63	-0.47	-0.27	-0.06	0.11	0.29	0.37	0.41	0.42	0.39	0.34	0.23	0.08	0.00	0.10	0.24	0.34	0.45	0.50	0.51	0.51	0.48	0.37	0.28	0.15	0.07	-0.07	-0.17	-0.23	-0.27	-0.09	0.25	1.43	4.87	17.88	17.88
30	395.00	16.05	16.05	3.81	0.60	-0.54	-0.83	-0.91	-0.88	-0.75	-0.62	-0.46	-0.26	-0.05	0.11	0.29	0.38	0.42	0.42	0.39	0.34	0.23	0.08	0.00	0.10	0.23	0.35	0.45	0.50	0.52	0.52	0.48	0.38	0.29	0.16	0.08	-0.05	-0.15	-0.21	-0.24	-0.06	0.29	1.48	4.94	17.97	17.97
31	397.50	16.12	16.12	3.86	0.65	-0.50	-0.80	-0.88	-0.85	-0.73	-0.59	-0.44	-0.25	-0.04	0.12	0.30	0.38	0.42	0.43	0.39	0.34	0.23	0.08	0.00	0.10	0.24	0.35	0.45	0.51	0.52	0.52	0.49	0.38	0.30	0.17	0.09	-0.04	-0.13	-0.18	-0.22	-0.03	0.33	1.53	4.98	18.04	18.04
32	400.00	16.18	16.18	3.92	0.70	-0.47	-0.77	-0.86	-0.83	-0.71	-0.58	-0.43	-0.24	-0.03	0.13	0.30	0.39	0.43	0.43	0.40	0.34	0.23	0.08	0.00	0.10	0.24	0.35	0.45	0.51	0.53	0.53	0.49	0.39	0.31	0.18	0.11	-0.02	-0.11	-0.16	-0.19	0.00	0.36	1.59	5.04	18.11	18.11
33	402.50	16.26	16.26	3.97	0.74	-0.43	-0.74	-0.83	-0.80	-0.68	-0.56	-0.41	-0.23	-0.02	0.14	0.31	0.40	0.43	0.43	0.40	0.34	0.23	0.08	0.00	0.10	0.24	0.36	0.45	0.51	0.53	0.54	0.50	0.41	0.32	0.19	0.12	-0.00	-0.09	-0.13	-0.16	0.03	0.40	1.63	5.09	18.19	18.19
34	405.00	16.36	16.36	4.03	0.77	-0.39	-0.71	-0.80	-0.78	-0.67	-0.54	-0.40	-0.22	-0.01	0.15	0.32	0.40	0.44	0.44	0.40	0.35	0.24	0.08	0.00	0.10	0.24	0.36	0.46	0.52	0.53	0.54	0.51	0.41	0.33	0.20	0.14	0.02	-0.07	-0.11	-0.13	0.06	0.43	1.66	5.15	18.26	18.26
35	407.50	16.41	16.41	4.07	0.80	-0.37	-0.69	-0.78	-0.77	-0.66	-0.53	-0.39	-0.21	-0.01	0.15	0.32	0.40	0.44	0.44	0.40	0.35	0.24	0.08	0.00	0.10	0.24	0.36	0.46	0.52	0.53	0.54	0.51	0.41	0.33	0.21	0.14	0.02	-0.06	-0.10	-0.11	0.08	0.45	1.69	5.19	18.29	18.29
36	410.00	16.45	16.45	4.11	0.83	-0.34	-0.67	-0.77	-0.75	-0.64	-0.53	-0.38	-0.20	-0.00	0.15	0.32	0.40	0.44	0.44	0.40	0.34	0.23	0.08	0.00	0.10	0.24	0.36	0.45	0.52	0.53	0.54	0.51	0.42	0.34	0.21	0.15	0.03	-0.05	-0.08	-0.10	0.10	0.47	1.72	5.22	18.34	18.34
37	412.50	16.48	16.48	4.14	0.86	-0.33	-0.65	-0.75	-0.74	-0.63	-0.52	-0.38	-0.20	0.00	0.16	0.33	0.40	0.44	0.44	0.40	0.34	0.23	0.08	0.00	0.10	0.24	0.36	0.45	0.52	0.53	0.54	0.52	0.42	0.35	0.22	0.16	0.04	-0.03	-0.07	-0.08	0.12	0.49	1.75	5.26	18.37	18.37
38	415.00	16.52	16.52	4.17	0.89	-0.31	-0.63	-0.73	-0.72	-0.62	-0.51	-0.37	-0.19	0.01	0.16	0.33	0.40	0.44	0.44	0.40	0.35	0.23	0.08	0.00	0.10	0.24	0.36	0.46	0.52	0.53	0.55	0.52	0.42	0.35	0.22	0.16	0.05	-0.02	-0.05	-0.06	0.14	0.52	1.78	5.29	18.40	18.40
39	417.50	16.55	16.55	4.20	0.92	-0.28	-0.61	-0.72	-0.71	-0.61	-0.50	-0.36	-0.19	0.01	0.16	0.33	0.40	0.44	0.44	0.41	0.35	0.24	0.08	0.00	0.10	0.24	0.36	0.46	0.52	0.54	0.55	0.52	0.42	0.35	0.23	0.17	0.06	-0.02	-0.04	-0.05	0.16	0.54	1.80	5.31	18.43	18.43
40	420.00	16.55	16.55	4.21	0.93	-0.27	-0.59	-0.70	-0.70	-0.60	-0.49	-0.36	-0.19	0.01	0.16	0.33	0.40	0.44	0.44	0.40	0.34	0.23	0.08	0.00	0.10	0.24	0.36	0.46	0.52	0.54	0.55	0.52	0.42	0.35	0.23	0.18	0.07	-0.01	-0.03	-0.03	0.17	0.55	1.82	5.33	18.44	18.44
41	422.50	16.57	16.57	4.22	0.95	-0.25	-0.58	-0.69	-0.69	-0.60	-0.48	-0.36	-0.18	0.01	0.16	0.33	0.40	0.44	0.44	0.40	0.34	0.23	0.08	0.00	0.10	0.24	0.36	0.46	0.52	0.54	0.54	0.52	0.42	0.35	0.24	0.18	0.07	0.00	-0.02	-0.02	0.19	0.57	1.84	5.35	18.46	18.46
42	425.00	16.59	16.59	4.24	0.97	-0.24	-0.57	-0.68	-0.68	-0.59	-0.48	-0.35	-0.18	0.01	0.16	0.33	0.40	0.43	0.44	0.40	0.34	0.23	0.08	0.00	0.10	0.24	0.35	0.45	0.51	0.53	0.54	0.52	0.42	0.35	0.23	0.18	0.08	0.01	-0.01	-0.01	0.20	0.58	1.86	5.38	18.49	18.49
43	427.50	16.59	16.59	4.26	0.98	-0.22	-0.56	-0.67	-0.68	-0.59	-0.48	-0.35	-0.18	0.01	0.16	0.33	0.40	0.43	0.44	0.40	0.34	0.23	0.08	0.00	0.10	0.23	0.35	0.45	0.51	0.53	0.54	0.52	0.42	0.35	0.23	0.18	0.08	0.01	-0.01	-0.00	0.21	0.59	1.87	5.39	18.50	18.50
44	430.00	16.59	16.59	4.27	0.99	-0.22	-0.55	-0.66	-0.67	-0.58	-0.47	-0.35	-0.18	0.01	0.16	0.33	0.39	0.43	0.44	0.40	0.33	0.23	0.08	0.00	0.10	0.23	0.35	0.45	0.51	0.53	0.54	0.52	0.42	0.35	0.24	0.18	0.08	0.02	0.00	0.01	0.22	0.60	1.88	5.40	18.52	18.52
45	432.50	16.61	16.61	4.28	1.01	-0.21	-0.54	-0.66	-0.66	-0.58	-0.47	-0.34	-0.17	0.01	0.16	0.33	0.39	0.43	0.44	0.40	0.33	0.23	0.08	0.00	0.10	0.23	0.35	0.45	0.51	0.53	0.54	0.51	0.42	0.35	0.24	0.18	0.09	0.03	0.01	0.02	0.23	0.61	1.90	5.42	18.52	18.52
46	435.00	16.59	16.59	4.29	1.02	-0.20	-0.54	-0.65	-0.65	-0.57	-0.46	-0.34	-0.18	0.01	0.16	0.32	0.39	0.43	0.43	0.39	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.51	0.53	0.54	0.51	0.42	0.35	0.24	0.19	0.09	0.03	0.01	0.02	0.24	0.62	1.91	5.43	18.53	18.53
47	437.50	16.58	16.58	4.28	1.02	-0.19	-0.53	-0.64	-0.65	-0.57	-0.46	-0.34	-0.18	0.01	0.16	0.32	0.39	0.43	0.43	0.39	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.51	0.53	0.54	0.51	0.42	0.35	0.24	0.19	0.09	0.04	0.02	0.03	0.25	0.63	1.92	5.43	18.53	18.53
48	440.00	16.59	16.59	4.30	1.03	-0.18	-0.52	-0.63	-0.64	-0.56	-0.45	-0.33	-0.17	0.01	0.16	0.32	0.39	0.43	0.43	0.39	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.51	0.53	0.54	0.51	0.42	0.36	0.24	0.19	0.10	0.04	0.03	0.05	0.26	0.65	1.93	5.45	18.53	18.53
49	442.50	16.64	16.64	4.32	1.06	-0.15	-0.50	-0.61	-0.62	-0.54	-0.44	-0.33	-0.17	0.02	0.16	0.33	0.39	0.43	0.43	0.39	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.51	0.53	0.54	0.52	0.43	0.36	0.25	0.20	0.11	0.06	0.05	0.06	0.28	0.67	1.96	5.47	18.57	18.57
50	445.00	16.68	16.68	4.35	1.09	-0.13	-0.48	-0.60	-0.61	-0.53	-0.43	-0.32	-0.16	0.02	0.16	0.33	0.39	0.43	0.44	0.40	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.51	0.53	0.54	0.52	0.43	0.37	0.25	0.21	0.12	0.07	0.06	0.08	0.31	0.69	1.99	5.50	18.63	18.63
51	447.50	16.65	16.65	4.34	1.08	-0.12	-0.47	-0.59	-0.60	-0.53	-0.43	-0.32	-0.16	0.02	0.16	0.33	0.39	0.43	0.43	0.39	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.51	0.53	0.54	0.52	0.43	0.36	0.25	0.21	0.12	0.07	0.07	0.09	0.31	0.70	1.99	5.49	18.61	18.61
52	450.00	16.64	16.64	4.33	1.09	-0.12	-0.47	-0.59	-0.60	-0.53	-0.43	-0.32	-0.16	0.02	0.16	0.33	0.39	0.43	0.43	0.39	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.51	0.53	0.54	0.52	0.43	0.36	0.25	0.20	0.12	0.08	0.07	0.09	0.31	0.70	2.00	5.50	18.60	18.60
53	452.50	16.66	16.66	4.34	1.11	-0.11	-0.45	-0.58	-0.59	-0.52	-0.42	-0.31	-0.16	0.02	0.16	0.33	0.39	0.43	0.43	0.39	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.51	0.53	0.54	0.52	0.44	0.37	0.26	0.21	0.13	0.09	0.08	0.11	0.33	0.72	2.02	5.52	18.64	18.64
54	455.00	16.74	16.74	4.39	1.15	-0.08	-0.43	-0.55	-0.57	-0.50	-0.41	-0.30	-0.14	0.03	0.17	0.34	0.40	0.43	0.44	0.40	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.52	0.54	0.55	0.53	0.44	0.38	0.27	0.23	0.15	0.11	0.10	0.14	0.36	0.75	2.07	5.56	18.71	18.71
55	457.50	16.80	16.80	4.43	1.18	-0.05	-0.40	-0.53	-0.55	-0.49	-0.39	-0.29	-0.13	0.04	0.18	0.34	0.40	0.44	0.44	0.40	0.33	0.23	0.08	0.00	0.10	0.23	0.35	0.45	0.52	0.54	0.55	0.53	0.45	0.39	0.28	0.24	0.16	0.12	0.12	0.16	0.39	0.78	2.10	5.60	18.78	18.78
56	460.00	16.82	16.82	4.45	1.20	-0.03	-0.38	-0.51	-0.53	-0.48	-0.39	-0.28	-0.13	0.04	0.18	0.34	0.40	0.44	0.44	0.40	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.52	0.54	0.55	0.53	0.45	0.39	0.29	0.24	0.17	0.14	0.14	0.17	0.41	0.80	2.12	5.62	18.82	18.82
57	462.50	16.82	16.82	4.45	1.21	-0.02	-0.37	-0.50	-0.52	-0.47	-0.37	-0.27	-0.12	0.05	0.18	0.34	0.40	0.44	0.44	0.39	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.52	0.54	0.55	0.53	0.46	0.39	0.29	0.25	0.18	0.15	0.15	0.19	0.43	0.82	2.14	5.64	18.84	18.84
58	465.00	16.79	16.79	4.43	1.21	-0.01	-0.37	-0.50	-0.52	-0.47	-0.38	-0.27	-0.13	0.04	0.18	0.34	0.40	0.43	0.44	0.39	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.52	0.54	0.55	0.53	0.45	0.39	0.29	0.25	0.18	0.14	0.15	0.20	0.43	0.82	2.14	5.62	18.80	18.80
59	467.50	16.78	16.78	4.43	1.22	-0.01	-0.36	-0.49	-0.52	-0.46	-0.37	-0.27	-0.13	0.04	0.18	0.34	0.40	0.43	0.43	0.39	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.52	0.54	0.54	0.53	0.45	0.39	0.29	0.25	0.18	0.15	0.16	0.20	0.44	0.83	2.15	5.62	18.79	18.79
60	470.00	16.81	16.81	4.45	1.23	0.01	-0.35	-0.48	-0.51	-0.45	-0.36	-0.26	-0.12	0.05	0.18	0.34	0.40	0.43	0.44	0.40	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.45	0.52	0.54	0.55	0.53	0.45	0.39	0.29	0.26	0.19	0.16	0.17	0.21	0.45	0.85	2.16	5.64	18.82	18.82
61	472.50	16.91	16.91	4.50	1.28	0.04	-0.32	-0.45	-0.48	-0.43	-0.35	-0.25	-0.11	0.06	0.19	0.35	0.41	0.44	0.45	0.40	0.33	0.22	0.08	0.00	0.10	0.23	0.35	0.46	0.52	0.55	0.56	0.54	0.47	0.41	0.31	0.27	0.21	0.18	0.20	0.24	0.48	0.88	2.21	5.70	18.94	18.94
62	475.00	17.04	17.04	4.57	1.33	0.08	-0.28	-0.42	-0.45	-0.41	-0.33	-0.23	-0.09	0.07	0.21	0.37	0.42	0.46	0.46	0.41	0.34	0.23	0.08	0.00	0.10	0.24	0.36	0.46	0.53	0.56	0.57	0.56	0.49	0.42	0.33	0.29	0.23	0.20	0.22	0.27	0.51	0.91	2.25	5.75	19.02	19.02
63	477.50	17.07	17.07	4.59	1.34	0.10	-0.27	-0.41	-0.44	-0.40	-0.32	-0.22	-0.08	0.08	0.21	0.37	0.42	0.46	0.46	0.41	0.34	0.23	0.09	0.00	0.10	0.24	0.36	0.47	0.54	0.56	0.58	0.56	0.49	0.43	0.33	0.30	0.24	0.21	0.23	0.28	0.53	0.93	2.27	5.77	19.07	19.07
64	480.00	17.05	17.05	4.58	1.34	0.10	-0.27	-0.41	-0.45	-0.40	-0.32	-0.22	-0.08	0.08	0.21	0.37	0.42	0.46	0.46	0.41	0.34	0.23	0.08	0.00	0.10	0.24	0.36	0.46	0.53	0.56	0.57	0.56	0.49	0.43	0.33	0.29	0.24	0.21	0.23	0.28	0.53	0.93	2.27	5.76	19.06	19.06
65	482.50	17.01	17.01	4.56	1.33	0.09	-0.27	-0.42	-0.45	-0.41	-0.32	-0.23	-0.09	0.07	0.20	0.36	0.42	0.45	0.46	0.41	0.34	0.22	0.08	0.00	0.10	0.24	0.36	0.46	0.53	0.56	0.57	0.56	0.49	0.43	0.33	0.29	0.23	0.21	0.23	0.28	0.53	0.93	2.27	5.74	19.02	19.02
66	485.00	17.09	17.09	4.61	1.37	0.12	-0.24	-0.39	-0.43	-0.39	-0.31	-0.21	-0.08	0.08	0.21	0.37	0.42	0.46	0.46	0.41	0.34	0.23	0.09	0.00	0.10	0.24	0.36	0.46	0.54	0.56	0.58	0.56	0.49	0.44	0.34	0.31	0.25	0.23	0.25	0.30	0.56	0.96	2.30	5.78	19.09	19.09
67	487.50	17.13	17.13	4.64	1.40	0.14	-0.23	-0.37	-0.41	-0.38	-0.30	-0.20	-0.07	0.09	0.22	0.38	0.43	0.46	0.46	0.41	0.34	0.23	0.08	0.00	0.10	0.23	0.36	0.47	0.54	0.57	0.58	0.57	0.50	0.44	0.35	0.32	0.26	0.24	0.26	0.32	0.58	0.98	2.33	5.82	19.15	19.15
68	490.00	17.14	17.14	4.64	1.40	0.15	-0.21	-0.37	-0.41	-0.37	-0.29	-0.20	-0.06	0.09	0.22	0.38	0.43	0.46	0.46	0.42	0.34	0.23	0.08	0.00	0.10	0.23	0.36	0.47	0.54	0.57	0.58	0.57	0.50	0.44	0.35	0.32	0.26	0.24	0.27	0.33	0.58	0.99	2.34	5.82	19.15	19.15
69	492.50	17.13	17.13	4.64	1.41	0.16	-0.21	-0.36	-0.40	-0.37	-0.29	-0.20	-0.07	0.09	0.22	0.38	0.43	0.46	0.46	0.41	0.34	0.22	0.09	0.00	0.10	0.24	0.36	0.47	0.54	0.56	0.58	0.57	0.50	0.44	0.35	0.32	0.26	0.25	0.27	0.33	0.59	0.99	2.34	5.81	19.14	19.14
70	495.00	17.16	17.16	4.66	1.43	0.18	-0.20	-0.35	-0.39	-0.35	-0.28	-0.19	-0.06	0.10	0.22	0.38	0.43	0.47	0.47	0.42	0.34	0.23	0.09	0.00	0.10	0.24	0.36	0.47	0.54	0.57	0.58	0.57	0.51	0.45	0.36	0.33	0.28	0.26	0.28	0.35	0.60	1.01	2.36	5.84	19.18	19.18
71	497.50	17.24	17.24	4.70	1.47	0.21	-0.17	-0.33	-0.37	-0.34	-0.26	-0.17	-0.05	0.11	0.23	0.39	0.44	0.47	0.47	0.42	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.55	0.58	0.59	0.58	0.52	0.46	0.37	0.34	0.29	0.28	0.30	0.37	0.63	1.04	2.39	5.88	19.25	19.25
72	500.00	17.30	17.30	4.73	1.50	0.23	-0.15	-0.31	-0.36	-0.32	-0.25	-0.16	-0.04	0.11	0.24	0.39	0.44	0.48	0.47	0.42	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.55	0.58	0.60	0.59	0.52	0.47	0.38	0.35	0.30	0.29	0.32	0.39	0.65	1.06	2.42	5.91	19.31	19.31
73	502.50	17.31	17.31	4.75	1.51	0.24	-0.14	-0.30	-0.35	-0.32	-0.25	-0.16	-0.03	0.11	0.24	0.40	0.44	0.48	0.48	0.42	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.47	0.55	0.58	0.60	0.59	0.53	0.47	0.38	0.36	0.31	0.30	0.33	0.40	0.67	1.08	2.44	5.92	19.34	19.34
74	505.00	17.33	17.33	4.77	1.53	0.26	-0.12	-0.28	-0.33	-0.31	-0.24	-0.15	-0.03	0.12	0.24	0.40	0.44	0.48	0.48	0.42	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.55	0.58	0.60	0.59	0.53	0.47	0.38	0.36	0.32	0.31	0.34	0.41	0.68	1.10	2.46	5.94	19.34	19.34
75	507.50	17.36	17.36	4.79	1.56	0.28	-0.11	-0.27	-0.32	-0.30	-0.23	-0.15	-0.02	0.12	0.24	0.40	0.45	0.48	0.48	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.55	0.58	0.60	0.59	0.53	0.48	0.39	0.37	0.33	0.32	0.35	0.43	0.70	1.12	2.48	5.97	19.37	19.37
76	510.00	17.39	17.39	4.81	1.58	0.31	-0.09	-0.25	-0.31	-0.28	-0.22	-0.14	-0.02	0.13	0.25	0.40	0.45	0.48	0.48	0.43	0.35	0.23	0.09	0.00	0.11	0.24	0.37	0.48	0.55	0.59	0.60	0.60	0.54	0.48	0.40	0.38	0.34	0.33	0.37	0.45	0.72	1.15	2.51	6.00	19.42	19.42
77	512.50	17.42	17.42	4.85	1.61	0.33	-0.06	-0.23	-0.29	-0.27	-0.21	-0.13	-0.01	0.13	0.25	0.41	0.45	0.48	0.48	0.43	0.35	0.23	0.09	0.00	0.11	0.24	0.36	0.48	0.55	0.59	0.61	0.60	0.54	0.49	0.40	0.39	0.34	0.34	0.38	0.47	0.74	1.16	2.54	6.02	19.45	19.45
78	515.00	17.43	17.43	4.87	1.63	0.34	-0.05	-0.22	-0.28	-0.26	-0.20	-0.12	-0.00	0.14	0.25	0.41	0.45	0.48	0.48	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.55	0.59	0.61	0.60	0.54	0.49	0.41	0.39	0.35	0.35	0.39	0.48	0.75	1.19	2.56	6.04	19.47	19.47
79	517.50	17.46	17.46	4.90	1.66	0.36	-0.03	-0.20	-0.27	-0.25	-0.19	-0.11	0.00	0.14	0.26	0.41	0.45	0.49	0.48	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.55	0.59	0.61	0.60	0.55	0.50	0.41	0.40	0.36	0.36	0.41	0.50	0.77	1.21	2.58	6.06	19.50	19.50
80	520.00	17.49	17.49	4.92	1.69	0.39	-0.01	-0.19	-0.25	-0.24	-0.18	-0.11	0.01	0.15	0.26	0.41	0.46	0.49	0.48	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.55	0.59	0.61	0.60	0.55	0.50	0.42	0.41	0.37	0.38	0.42	0.51	0.79	1.23	2.61	6.09	19.54	19.54
81	522.50	17.51	17.51	4.94	1.70	0.40	0.00	-0.17	-0.24	-0.23	-0.17	-0.10	0.01	0.15	0.26	0.41	0.45	0.49	0.48	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.37	0.48	0.56	0.59	0.61	0.60	0.55	0.50	0.43	0.41	0.38	0.39	0.43	0.53	0.80	1.24	2.63	6.10	19.55	19.55
82	525.00	17.53	17.53	4.96	1.73	0.42	0.02	-0.16	-0.23	-0.22	-0.16	-0.09	0.02	0.15	0.26	0.41	0.46	0.49	0.48	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.37	0.48	0.55	0.59	0.61	0.60	0.55	0.51	0.43	0.42	0.39	0.40	0.44	0.54	0.82	1.26	2.65	6.12	19.58	19.58
83	527.50	17.55	17.55	4.97	1.75	0.44	0.03	-0.14	-0.22	-0.21	-0.15	-0.08	0.02	0.16	0.27	0.41	0.46	0.49	0.48	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.55	0.59	0.61	0.61	0.55	0.51	0.44	0.43	0.40	0.41	0.46	0.56	0.84	1.28	2.68	6.14	19.60	19.60
84	530.00	17.57	17.57	5.00	1.77	0.46	0.05	-0.13	-0.20	-0.20	-0.14	-0.08	0.03	0.16	0.27	0.41	0.46	0.49	0.48	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.55	0.59	0.61	0.61	0.56	0.52	0.44	0.43	0.41	0.42	0.47	0.57	0.86	1.30	2.70	6.17	19.63	19.63
85	532.50	17.60	17.60	5.02	1.79	0.48	0.07	-0.11	-0.19	-0.18	-0.13	-0.07	0.03	0.16	0.27	0.42	0.46	0.49	0.48	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.55	0.59	0.61	0.61	0.56	0.52	0.45	0.44	0.42	0.43	0.48	0.59	0.87	1.32	2.73	6.19	19.65	19.65
86	535.00	17.61	17.61	5.04	1.82	0.50	0.08	-0.10	-0.18	-0.17	-0.13	-0.06	0.04	0.17	0.27	0.42	0.46	0.49	0.48	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.56	0.59	0.61	0.61	0.56	0.52	0.45	0.45	0.42	0.44	0.49	0.60	0.89	1.34	2.75	6.21	19.68	19.68
87	537.50	17.63	17.63	5.06	1.83	0.51	0.10	-0.08	-0.17	-0.17	-0.12	-0.06	0.04	0.17	0.27	0.42	0.46	0.49	0.48	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.56	0.59	0.61	0.61	0.57	0.53	0.45	0.45	0.43	0.45	0.50	0.62	0.91	1.36	2.77	6.24	19.71	19.71
88	540.00	17.64	17.64	5.07	1.85	0.53	0.11	-0.07	-0.16	-0.16	-0.11	-0.05	0.05	0.17	0.28	0.42	0.46	0.49	0.48	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.56	0.59	0.62	0.62	0.57	0.53	0.46	0.46	0.44	0.46	0.52	0.63	0.93	1.38	2.80	6.26	19.73	19.73
89	542.50	17.67	17.67	5.08	1.87	0.54	0.12	-0.06	-0.15	-0.15	-0.11	-0.05	0.05	0.17	0.28	0.42	0.46	0.49	0.49	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.56	0.60	0.62	0.62	0.57	0.53	0.46	0.46	0.44	0.47	0.53	0.64	0.93	1.39	2.82	6.27	19.75	19.75
90	545.00	17.68	17.68	5.10	1.88	0.56	0.13	-0.05	-0.14	-0.14	-0.10	-0.04	0.05	0.18	0.28	0.42	0.46	0.49	0.49	0.44	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.56	0.60	0.62	0.62	0.57	0.53	0.47	0.47	0.45	0.47	0.54	0.65	0.95	1.40	2.83	6.29	19.77	19.77
91	547.50	17.69	17.69	5.11	1.89	0.57	0.14	-0.04	-0.13	-0.14	-0.10	-0.04	0.06	0.18	0.28	0.42	0.46	0.49	0.49	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.56	0.60	0.62	0.62	0.57	0.54	0.47	0.47	0.46	0.48	0.54	0.66	0.95	1.41	2.85	6.31	19.79	19.79
92	550.00	17.70	17.70	5.11	1.90	0.57	0.15	-0.04	-0.13	-0.13	-0.10	-0.04	0.06	0.18	0.28	0.42	0.46	0.49	0.49	0.43	0.35	0.23	0.09	0.00	0.10	0.24	0.36	0.48	0.56	0.60	0.62	0.62	0.57	0.54	0.47	0.47	0.46	0.48	0.55	0.67	0.96	1.42	2.86	6.31	19.79	19.79
